Date,From time,To time,Condition
17/7/2017,22:30,23:30,Fuel changeover test of Generating Unit PACLBLK1 was carried out and completed on 17 Jul 2017 at the following timing. Gas to Diesel : From 2245Hrs - 2248Hrs. Diesel to Gas : From 2319Hrs - 2321Hrs.
18/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
18/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/7/2017,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR 1 on 11 Jul 2017 at 1331Hrs was without Final Approval/Consent.
18/7/2017,00:00,23:30,Outage of Generating Unit BKOM G1 from 12 Jun 2017 at 1631hrs to 21 Jul 2017 at 1330hrs was without Final Approval/Consent.
18/7/2017,00:00,23:30,Outage of Generating Unit SHUL G1 on 14 Jun 2017 at 1431Hrs was without Final Approval/Consent.
19/7/2017,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR 1 on 11 Jul 2017 at 1331Hrs was without Final Approval/Consent.
19/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/7/2017,00:00,23:30,Outage of Generating Unit SHUL G1 on 14 Jun 2017 at 1431Hrs was without Final Approval/Consent.
19/7/2017,00:00,23:30,Outage of Generating Unit BKOM G1 from 12 Jun 2017 at 1631hrs to 21 Jul 2017 at 1330hrs was without Final Approval/Consent.
19/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
19/7/2017,10:30,11:00,Outage of Labrador 400kV CB 1-152 on 19 Jul 2017 at 1057Hrs was without Final Approval/Consent.
19/7/2017,16:00,17:30,Fuel changeover test of Generating Unit SER CCP3 is anticipated to carry out on 19 Jul 2017 at the following timing. Gas to Gas : At about 1601Hrs. Gas to Gas : At about 1701Hrs.
19/7/2017,16:00,17:30,Fuel changeover test of Generating Unit SER CCP3 was carried out and completed on 19 Jul 2017 at the following timing. Gas to Gas : From 1601Hrs - 1604Hrs. Gas to Gas : From 1701Hrs - 1705Hrs.
19/7/2017,19:00,20:30,Fuel changeover test of Generating Unit SER CCP4 is anticipated to carry out on 19 Jul 2017 at the following timing. Gas to Gas : At about 1901Hrs. Gas to Gas : At about 2001Hrs.
19/7/2017,19:00,20:30,Fuel changeover test of Generating Unit SER CCP4 was carried out and completed on 19 Jul 2017 at the following timing. Gas to Gas : From 1901Hrs - 1905Hrs. Gas to Gas : From 2002Hrs - 2006Hrs.
20/7/2017,00:00,23:30,Outage of Generating Unit SHUL G1 on 14 Jun 2017 at 1431Hrs was without Final Approval/Consent.
20/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
20/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/7/2017,00:00,23:30,Outage of Generating Unit BKOM G1 from 12 Jun 2017 at 1631hrs to 21 Jul 2017 at 1330hrs was without Final Approval/Consent.
20/7/2017,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR 1 on 11 Jul 2017 at 1331Hrs was without Final Approval/Consent.
21/7/2017,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR 1 on 11 Jul 2017 at 1331Hrs was without Final Approval/Consent.
21/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
21/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/7/2017,00:00,13:30,Outage of Generating Unit SHUL G1 on 14 Jun 2017 at 1431Hrs was without Final Approval/Consent.
21/7/2017,00:00,13:30,Outage of Generating Unit BKOM G1 from 12 Jun 2017 at 1631hrs to 21 Jul 2017 at 1330hrs was without Final Approval/Consent.
21/7/2017,18:00,19:30,Fuel changeover test of Generating Unit SNKCCP4 was carried out and completed on 21 Jul 2017 at the following timing. Gas to Diesel : From 1801Hrs - 1808Hrs. Diesel to Gas : From 1901Hrs - 1906Hrs.
21/7/2017,18:00,19:30,Fuel changeover test of Generating Unit SNKCCP4 is anticipated to carry out on 21 Jul 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1901Hrs.
22/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
22/7/2017,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR 1 on 11 Jul 2017 at 1331Hrs was without Final Approval/Consent.
22/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/7/2017,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR 1 on 11 Jul 2017 at 1331Hrs was without Final Approval/Consent.
23/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
24/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
24/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/7/2017,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR 1 on 11 Jul 2017 at 1331Hrs was without Final Approval/Consent.
24/7/2017,15:00,23:30,For information
25/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
25/7/2017,00:00,17:00,Outage of Generating Unit INC:SNKO:GENR 1 on 11 Jul 2017 at 1331Hrs was without Final Approval/Consent.
25/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/7/2017,00:00,20:00,For information
25/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/7/2017,11:00,11:30,Forced outage of generating unit SRCGTG2 at 25MW on 25 Jul 2017 at 11:09Hrs. 
25/7/2017,12:00,23:30,Outage of Generating Unit SHUL G1 on 25 Jul 2017 at 1201Hrs was without Final Approval/Consent.
26/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
26/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/7/2017,00:00,23:30,Outage of Generating Unit SHUL G1 on 25 Jul 2017 at 1201Hrs was without Final Approval/Consent.
26/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/7/2017,01:30,03:30,Outage of Generating Unit SKRA G1 & SKRA G2 -STGENR10 on 26 Jul 2017 at 0131Hrs was without Final Approval/Consent.
26/7/2017,11:00,12:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 26 Jul 2017 from 1110Hrs to 1214Hrs.
26/7/2017,11:00,12:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 26 Jul 2017 from 1110Hrs to 1210Hrs.
27/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
27/7/2017,00:00,23:30,Outage of Generating Unit SHUL G1 on 25 Jul 2017 at 1201Hrs was without Final Approval/Consent.
27/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
28/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/7/2017,00:00,23:30,Outage of Generating Unit SHUL G1 on 25 Jul 2017 at 1201Hrs was without Final Approval/Consent.
28/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/7/2017,15:00,23:30,Outage of Generating Unit KMCBLK3 on 28 Jul 2017 at 1501Hrs was without Final Approval/Consent.
28/7/2017,15:00,23:30,Outage of KMC II GIS 230kV CCP3 HVCB 5-152 & 5-252 on 28 Jul 2017 at 1501Hrs was without Final Approval/Consent.
28/7/2017,19:00,20:00,Fuel changeover test of Generating Unit SNKCCP5 is anticipated to carry out on 28 Jul 2017 at the following timing. Gas to Gas : At about 1901Hrs. Gas to Gas : At about 1931Hrs.
28/7/2017,19:00,20:00,Fuel changeover test of Generating Unit SNKCCP5 was carried out and completed on 28 Jul 2017 at the following timing. Gas to Gas : From 1901Hrs - 1905Hrs. Gas to Gas : From 1939Hrs - 1945Hrs.
28/7/2017,23:00,23:30,Outage of Generating Unit INC:SNKO:GENR 1-G1 on 28 Jul 2017 at 2315Hrs was without Final Approval/Consent.
29/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
29/7/2017,00:00,23:30,Outage of Generating Unit SHUL G1 on 25 Jul 2017 at 1201Hrs was without Final Approval/Consent.
29/7/2017,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR 1-G1 on 28 Jul 2017 at 2315Hrs was without Final Approval/Consent.
29/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/7/2017,01:00,03:00,Outage of Generating Unit SKRA G1 & SKRA G2 - STGENR10 on 29 Jul 2017 at 0109Hrs was without Final Approval/Consent.
29/7/2017,01:00,03:00,Outage of Sakra Cogen 230kV Busbar No. 2 on 29 Jul 2017 at 0129Hrs was without Final Approval/Consent.
30/7/2017,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR 1-G1 on 28 Jul 2017 at 2315Hrs was without Final Approval/Consent.
30/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/7/2017,00:00,23:30,Outage of Generating Unit SHUL G1 on 25 Jul 2017 at 1201Hrs was without Final Approval/Consent.
30/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
31/7/2017,00:00,23:30,Outage of Generating Unit SHUL G1 on 25 Jul 2017 at 1201Hrs was without Final Approval/Consent.
31/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/7/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/7/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
31/7/2017,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR 1-G1 on 28 Jul 2017 at 2315Hrs was without Final Approval/Consent.
1/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
1/8/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
1/8/2017,00:00,18:00,Outage of Generating Unit INC:SNKO:GENR 1-G1 on 28 Jul 2017 at 2315Hrs was without Final Approval/Consent.
1/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
1/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
1/8/2017,02:00,02:30,Forced outage of generating unit INC : SNKO : GENR 1 at 35MW on 01 Aug 2017 at 02:10Hrs. 
1/8/2017,11:00,11:30,Forced outage of generating unit SRCGTG1 at 5MW on 01 Aug 2017 at 11:07Hrs. 
1/8/2017,19:00,19:30,Forced outage of Generating Unit INC:SNKO:GENR1-G1 at 15MW on 01 Aug 2017 at 1917Hrs.
1/8/2017,19:00,20:00,Fuel changeover test of Generating Unit SNKCCP7 was carried out and completed on 01 Aug 2017 at the following timing. Gas to Gas : From 1901Hrs - 1907Hrs. Gas to Gas : From 1940Hrs - 1946Hrs.
1/8/2017,19:00,20:00,Fuel changeover test of Generating Unit SNKCCP7 is anticipated to carry out on 01 Aug 2017 at the following timing. Gas to Gas : At about 1901Hrs. Gas to Gas : At about 1931Hrs.
2/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/8/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
2/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/8/2017,11:00,11:30,High-Risk Operating State commence at 11:01Hrs on 02 Aug 2017. There is a Contingency Reserve Shortfall.
2/8/2017,16:30,17:00,Forced outage of Generating Unit INC:SNKO:GENR1-G1 at 21MW on 02 Aug 2017 at 1632Hrs.
2/8/2017,17:00,18:00,Fuel changeover test of Generating Unit SEMBCCP3 was carried out and completed on 02 Aug 2017 at the following timing. Gas to Diesel : From 1701Hrs - 1712Hrs. Diesel to Gas : From 1745Hrs - 1752Hrs.
2/8/2017,17:00,18:00,Fuel changeover test of Generating Unit SEMBCCP3 is anticipated to carry out on 02 Aug 2017 at the following timing. Gas to Diesel  : At about 1705Hrs. Diesel to Gas : At about 1745Hrs.
3/8/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
3/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
3/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
3/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
3/8/2017,06:30,07:00,Forced outage of Tampines Wafer 230kV bus section on 03 Aug 2017 at 0652Hrs.
3/8/2017,08:00,17:30,Outage of Generating Unit SLNG G1 on 03 Aug 2017 at 0801Hrs was without Final Approval/Consent.
3/8/2017,09:30,10:00,Forced outage of Generating Unit SNKCCP5-CCPST 5 at 109MW on 03 Aug 2017 at 0952Hrs.
4/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/8/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
4/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/8/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
5/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/8/2017,07:00,15:30,Fuel changeover test of Generating Unit TUASCCP1 was carried out and completed on 05 Aug 2017 at the following timing. Gas to Diesel : From 0701Hrs - 0705Hrs. Diesel to Gas : From 1505Hrs - 1509Hrs.
5/8/2017,07:00,16:00,Fuel changeover test of Generating Unit TUASCCP1 is anticipated to carry out on 05 Aug 2017 at the following timing. Gas to Diesel : At about 0701Hrs. Diesel to Gas : At about 1531Hrs.
6/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/8/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
6/8/2017,15:00,23:30,Outage of Generating Unit TUASCCP1 on 06 Aug 2017 at 1500Hrs was without Final Approval/Consent.
7/8/2017,00:00,23:30,Outage of Generating Unit TUASCCP1 on 06 Aug 2017 at 1500Hrs was without Final Approval/Consent.
7/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
7/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
7/8/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
7/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
7/8/2017,18:00,19:00,Fuel changeover test of Generating Unit SERCCP4 was carried out and completed on 07 Aug 2017 at the following timing. Gas to Diesel : From 1801Hrs - 1804Hrs. Diesel to Gas : From 1840Hrs - 1842Hrs.
7/8/2017,18:00,19:00,Fuel changeover test of Generating Unit SERCCP4 is anticipated to carry out on 07 Aug 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
8/8/2017,00:00,23:30,Outage of Generating Unit TUASCCP1 on 06 Aug 2017 at 1500Hrs was without Final Approval/Consent.
8/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
8/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
8/8/2017,00:00,23:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
8/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
8/8/2017,15:30,16:00,Forced outage of Generating Unit SNK CCP6 - CCPST6 at 8MW on 08 Aug 2017 at 1553Hrs.
8/8/2017,15:30,16:00,Forced outage of Generating Unit SNK CCP6 - CCPGT6 at 15MW on 08 Aug 2017 at 1559Hrs.
9/8/2017,00:00,11:30,Outage of SNK 230kV SH C- DS C4-689 (GT 61 ) on 28 Jun 2017 at 0916Hrs was without Final Approval/Consent.
9/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/8/2017,00:00,23:30,Outage of Generating Unit TUASCCP1 on 06 Aug 2017 at 1500Hrs was without Final Approval/Consent.
9/8/2017,01:00,15:00,Outage of Generating Unit SERCCP3 on 09 Aug 2017 at 0100Hrs was without Final Approval/Consent.
10/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
10/8/2017,00:00,23:30,Outage of Generating Unit TUASCCP1 on 06 Aug 2017 at 1500Hrs was without Final Approval/Consent.
10/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
10/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
10/8/2017,18:00,19:00,Fuel changeover test of Generating Unit SERCCP3 was carried out and completed on 10 Aug 2017 at the following timing. Gas to Diesel : From 1801Hrs - 1804Hrs. Diesel to Gas : From 1841Hrs - 1843Hrs.
10/8/2017,18:00,19:00,Fuel changeover test of Generating Unit SERCCP3 is anticipated to carry out on 10 Aug 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
11/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
11/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
11/8/2017,00:00,23:30,Outage of Generating Unit TUASCCP1 on 06 Aug 2017 at 1500Hrs was without Final Approval/Consent.
11/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
11/8/2017,18:00,19:00,Fuel changeover test of Generating Unit KMCBLK4 is anticipated to carry out on 11 Aug 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1845Hrs.
11/8/2017,18:00,19:00,Fuel changeover test of Generating Unit KMCBLK4 was carried out and completed on 11 Aug 2017 at the following timing. Gas to Diesel : From 1804Hrs - 1812Hrs. Diesel to Gas : From 1846Hrs - 1853Hrs.
12/8/2017,00:00,23:30,Outage of Generating Unit SER--G4 on 16 Sep 2017 at 0001Hrs was without Final Approval/Consent.
12/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
12/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
12/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
12/8/2017,02:30,03:00,Forced outage of generating unit BKOM G1 at 55MW on 12 Aug 2017 at 02:52Hrs. 
12/8/2017,07:00,23:30,Outage of Generating Unit SNK CCP6 on 12 Aug 2017 at 0701Hrs was without Final Approval/Consent.
12/8/2017,07:00,23:30,Outage of Generating Unit SNK CCP6 from 12 Aug 2017 at 0701Hrs to 13 Aug 2017 at 2400 Hrs was without Final Approval/Consent.
12/8/2017,11:00,23:30,Outage of Generating Unit BKOM G1 on 12 Aug 2017 at 1101Hrs was without Final Approval/Consent.
13/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
13/8/2017,00:00,23:30,Outage of Generating Unit SER--G4 on 16 Sep 2017 at 0001Hrs was without Final Approval/Consent.
13/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
13/8/2017,00:00,23:30,Outage of Generating Unit BKOM G1 on 12 Aug 2017 at 1101Hrs was without Final Approval/Consent.
13/8/2017,00:00,23:30,Outage of Generating Unit SNK CCP6 from 12 Aug 2017 at 0701Hrs to 13 Aug 2017 at 2400 Hrs was without Final Approval/Consent.
13/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
14/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
14/8/2017,00:00,23:30,Outage of Generating Unit SER--G4 on 16 Sep 2017 at 0001Hrs was without Final Approval/Consent.
14/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
14/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/8/2017,00:00,23:30,Outage of Generating Unit SER--G4 on 16 Sep 2017 at 0001Hrs was without Final Approval/Consent.
15/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/8/2017,22:30,23:00,Outage of Stamford 66kV Customer(SMRT) Transformer No. 1 on 15 Aug 2017 at 2231Hrs was without Final Approval/Consent.
16/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/8/2017,00:00,23:30,Outage of Generating Unit SER--G4 on 16 Sep 2017 at 0001Hrs was without Final Approval/Consent.
16/8/2017,17:30,18:30,Fuel changeover test of Generating Unit TUASCCP5 is anticipated to carry out on 16 Aug 2017 at the following timing. Gas to Gas : At about 1731Hrs. Gas to Gas : At about 1801Hrs.
16/8/2017,17:30,18:30,Fuel changeover test of Generating Unit TUASCCP5 was carried out and completed on 16 Aug 2017 at the following timing. Gas to Gas : From 1733Hrs - 1736Hrs. Gas to Gas : From 1811Hrs - 1814Hrs.
17/8/2017,00:00,23:30,Outage of Generating Unit SER--G4 on 16 Sep 2017 at 0001Hrs was without Final Approval/Consent.
17/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
17/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
17/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
17/8/2017,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 17 Aug 2017 from 1411Hrs to 1519Hrs.
17/8/2017,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 17 Aug 2017 from 1401Hrs to 1501Hrs.
17/8/2017,14:30,15:00,Forced outage of generating unit EXON GB at 5MW on 17 Aug 2017 at 14:54Hrs. 
17/8/2017,18:00,19:00,Fuel changeover test of Generating Unit KMCBLK3 is anticipated to carry out on 17 Aug 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1845Hrs
17/8/2017,18:00,19:00,Fuel changeover test of Generating Unit KMCBLK3 was carried out and completed on 17 Aug 2017 at the following timing. Gas to Diesel : From 1803Hrs - 1811Hrs. Diesel to Gas : From 1846Hrs - 1854Hrs.
18/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/8/2017,00:00,23:30,Outage of Generating Unit SER--G4 on 16 Sep 2017 at 0001Hrs was without Final Approval/Consent.
18/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/8/2017,17:00,18:00,Fuel changeover test of Generating Unit PACLBLK2 is anticipated to carry out on 18 Aug 2017 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
18/8/2017,17:00,18:00,Generating Unit PACLBLK2 has cancelled its Fuel changeover test on 18 Aug 2017.
19/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/8/2017,00:00,23:30,Outage of Generating Unit SER--G4 on 16 Sep 2017 at 0001Hrs was without Final Approval/Consent.
19/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/8/2017,08:00,23:30,Outage of Generating Unit SNKCCP6 on 19 Aug 2017 at 0801Hrs was without Final Approval/Consent.
19/8/2017,08:00,23:30,Outage of Generating Unit SNKCCP6 from 19 Aug 2017 at 0801hrs to 20 Aug 2017 at 2359hrs was without Final Approval/Consent.
19/8/2017,14:30,15:00,Forced outage of generating unit SRCGTG2 at 32MW on 19 Aug 2017 at 14:53Hrs. 
20/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/8/2017,00:00,23:30,Outage of Generating Unit SER--G4 on 16 Sep 2017 at 0001Hrs was without Final Approval/Consent.
20/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/8/2017,00:00,23:30,Outage of Generating Unit SNKCCP6 from 19 Aug 2017 at 0801hrs to 20 Aug 2017 at 2359hrs was without Final Approval/Consent.
20/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/8/2017,00:00,23:30,Outage of Generating Unit SER--G4 on 16 Sep 2017 at 0001Hrs was without Final Approval/Consent.
21/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/8/2017,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
