Date,Temp Forecast (C) ,Day of Week,Holiday,Peak,Shoulder,Off Peak
23/10/2015,25.52,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/10/2015,25.87,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
25/10/2015,25.68,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
26/10/2015,24.87,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/10/2015,25.23,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/10/2015,24.18,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/10/2015,24.83,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/10/2015,24.9,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/10/2015,24.7,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
1/11/2015,24.6,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
2/11/2015,24.82,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/11/2015,25.12,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/11/2015,25.33,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/11/2015,25.19,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/11/2015,25.39,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/11/2015,24.75,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
8/11/2015,24.93,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
9/11/2015,25.1,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/11/2015,25.1,Tuesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/11/2015,24.67,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/11/2015,25.08,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/11/2015,25.4,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/11/2015,25.45,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
15/11/2015,25.33,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
16/11/2015,24.7,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/11/2015,24.7,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/11/2015,25.2,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/11/2015,25.48,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/11/2015,25.08,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/11/2015,25.1,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
22/11/2015,25.27,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
23/11/2015,25.47,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/11/2015,25,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/11/2015,24.9,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/11/2015,24.62,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/11/2015,24.75,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/11/2015,25.46,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
29/11/2015,25.53,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
30/11/2015,25.21,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/12/2015,25.05,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/12/2015,25.48,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/12/2015,25.52,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/12/2015,25.65,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/12/2015,25.78,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
6/12/2015,25.78,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
7/12/2015,25.26,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/12/2015,25.58,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/12/2015,25.35,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/12/2015,25.39,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/12/2015,25.57,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/12/2015,25.18,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
13/12/2015,24.74,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
14/12/2015,24.74,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/12/2015,24.9,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/12/2015,24.63,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/12/2015,24.77,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/12/2015,24.65,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/12/2015,24.44,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
20/12/2015,24.37,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
21/12/2015,24.69,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/12/2015,25.38,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/12/2015,25.2,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/12/2015,24.96,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/12/2015,25.3,Friday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/12/2015,24.97,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
27/12/2015,25.26,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
28/12/2015,25.68,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/12/2015,25.05,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/12/2015,24.86,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/12/2015,24.88,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/1/2016,25.34,Friday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/1/2016,24.49,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
3/1/2016,24.51,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
4/1/2016,25.45,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/1/2016,25.68,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/1/2016,25.73,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/1/2016,25.31,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/1/2016,25.3,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/1/2016,25.41,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
10/1/2016,25.56,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
11/1/2016,25.62,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/1/2016,25.54,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/1/2016,25.68,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/1/2016,25.88,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/1/2016,25.47,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/1/2016,25.76,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
17/1/2016,25.57,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
18/1/2016,25.99,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/1/2016,25.61,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/1/2016,25.32,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/1/2016,25.06,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/1/2016,25.71,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/1/2016,25.58,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
24/1/2016,25.61,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
25/1/2016,25.18,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/1/2016,25.27,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/1/2016,25.7,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/1/2016,25.78,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/1/2016,25.72,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/1/2016,25.47,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
31/1/2016,25.38,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
1/2/2016,25.05,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/2/2016,24.83,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/2/2016,25.08,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/2/2016,25.38,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/2/2016,25.73,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/2/2016,26.04,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
7/2/2016,24.93,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
8/2/2016,24.22,Monday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/2/2016,23.91,Tuesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/2/2016,24.32,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/2/2016,25.29,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/2/2016,25.15,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/2/2016,25.92,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
14/2/2016,25.9,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
15/2/2016,26.02,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/2/2016,25.19,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/2/2016,23.8,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/2/2016,24.67,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/2/2016,24.39,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/2/2016,24.8,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
21/2/2016,24.45,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
22/2/2016,24.4,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/2/2016,24.95,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/2/2016,24.45,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/2/2016,24.4,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/2/2016,24.54,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/2/2016,25.02,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
28/2/2016,25.18,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
29/2/2016,25.19,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/3/2016,24.94,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/3/2016,24.87,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/3/2016,25.17,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/3/2016,25.26,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/3/2016,25.58,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
6/3/2016,25.82,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
7/3/2016,25.82,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/3/2016,25.77,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/3/2016,25.93,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/3/2016,25.98,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/3/2016,25.88,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/3/2016,25.4,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
13/3/2016,25.8,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
14/3/2016,25.99,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/3/2016,25.25,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/3/2016,24.53,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/3/2016,25.03,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/3/2016,24.85,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/3/2016,24.95,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
20/3/2016,25.66,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
21/3/2016,26.03,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/3/2016,25.73,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/3/2016,25.9,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/3/2016,25.73,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/3/2016,25.07,Friday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/3/2016,24.8,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
27/3/2016,25.48,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
28/3/2016,25.13,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/3/2016,25.03,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/3/2016,25.08,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/3/2016,25.09,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/4/2016,25.17,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/4/2016,25.5,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
3/4/2016,25.83,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
4/4/2016,26.11,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/4/2016,26.13,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/4/2016,25.54,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/4/2016,25.09,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/4/2016,25.53,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/4/2016,25.84,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
10/4/2016,26.1,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
11/4/2016,26.25,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/4/2016,26.12,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/4/2016,25.91,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/4/2016,26.04,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/4/2016,25.88,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/4/2016,26.3,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
17/4/2016,26.33,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
18/4/2016,26.08,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/4/2016,26.35,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/4/2016,26.13,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/4/2016,25.75,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/4/2016,26.3,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/4/2016,26.07,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
24/4/2016,26.28,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
25/4/2016,25.78,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/4/2016,26.03,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/4/2016,26.09,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/4/2016,26.31,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/4/2016,25.84,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/4/2016,25.69,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
1/5/2016,25.85,Sunday,Yes,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
2/5/2016,26.05,Monday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/5/2016,26.08,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/5/2016,26.28,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/5/2016,26.34,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/5/2016,26.45,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/5/2016,26.48,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
8/5/2016,26.18,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
9/5/2016,26.16,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/5/2016,26.31,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/5/2016,26.3,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/5/2016,26.54,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/5/2016,26.08,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/5/2016,25.88,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
15/5/2016,25.95,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
16/5/2016,25.74,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/5/2016,26.44,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/5/2016,26.25,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/5/2016,26.21,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/5/2016,26.67,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/5/2016,25.7,Saturday,Yes,-,"Period 1, Period 17-48",Period 2-16
22/5/2016,25.81,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
23/5/2016,25.86,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/5/2016,26.27,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/5/2016,26.71,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/5/2016,25.22,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/5/2016,26.47,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/5/2016,25.82,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
29/5/2016,25.91,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
30/5/2016,25.31,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/5/2016,25.05,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/6/2016,25.43,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/6/2016,25.8,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/6/2016,25.36,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/6/2016,24.8,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
5/6/2016,26.07,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
6/6/2016,26.16,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/6/2016,26.03,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/6/2016,25.54,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/6/2016,25.9,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/6/2016,25.77,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/6/2016,25.73,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
12/6/2016,25.51,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
13/6/2016,25.65,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/6/2016,25.58,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/6/2016,25.36,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/6/2016,25.53,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/6/2016,24.74,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/6/2016,24.73,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
19/6/2016,24.46,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
20/6/2016,24.49,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/6/2016,25.34,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/6/2016,24.95,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/6/2016,25.98,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/6/2016,24.45,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/6/2016,25.48,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
26/6/2016,25.76,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
27/6/2016,25.18,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/6/2016,25.16,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/6/2016,25.47,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/6/2016,26.17,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/7/2016,26.39,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/7/2016,26.33,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
3/7/2016,26.21,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
4/7/2016,26.1,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/7/2016,26.05,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/7/2016,25.77,Wednesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/7/2016,25.78,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/7/2016,25.27,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/7/2016,25.48,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
10/7/2016,25.55,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
11/7/2016,25.55,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/7/2016,26.08,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/7/2016,25.35,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/7/2016,25.13,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/7/2016,24.93,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/7/2016,24.84,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
17/7/2016,24.78,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
18/7/2016,25.11,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/7/2016,24.56,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/7/2016,24.98,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/7/2016,24.78,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/7/2016,24.58,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/7/2016,24.73,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
24/7/2016,24.67,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
25/7/2016,24.36,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/7/2016,24.26,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/7/2016,25.24,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/7/2016,24.94,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/7/2016,24.94,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/7/2016,25.35,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
31/7/2016,24.97,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
1/8/2016,24.65,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/8/2016,24.7,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/8/2016,24.41,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/8/2016,24.58,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/8/2016,25.18,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/8/2016,25.38,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
7/8/2016,25.87,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
8/8/2016,25.36,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/8/2016,25.82,Tuesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/8/2016,25.46,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/8/2016,25.4,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/8/2016,25.18,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
