Date,From time,To time,Name,Latitude,Longitude,Condition
3/12/2019,14:00,15:30,YTL PowerSeraya ,1.280212,103.719584,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 03 Dec 2019 from 1401Hrs to 1501Hrs.
3/12/2019,20:00,21:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Fuel changeover test of Generating Unit KMCBLK1 - GASTUR11 was carried out and completed on 03 Dec 2019 at the following timing. Gas to Diesel : From 2001Hrs - 2005Hrs. Diesel to Gas : From 2041Hrs - 2045Hrs.
3/12/2019,20:00,21:00,YTL PowerSeraya ,1.280212,103.719584,Fuel changeover test of Generating Unit KMCBLK1 - GASTUR11 is anticipated to carry out on 03 Dec 2019 at the following timing. Gas to Diesel : At about 2001Hrs. Diesel to Gas : At about 2031Hrs.
4/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,PowerGas has completed the in-line inspection for TL3 pipeline on 02 Dec 2019 at 19:44 Hrs for the day
4/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,PowerGas has completed the in-line inspection for TL3 pipeline on 03 Dec 2019 at 21:05 Hrs for the day.
4/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
4/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,PowerGas has completed the in-line inspection for TL3 pipeline on 05 Dec 2019 at 22:15 Hrs for the day.
4/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
4/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
4/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,PowerGas will be carrying out in-line inspection for TL3 pipeline on 02 Dec 2019
4/12/2019,17:00,18:00,TuasOne ,1.308372,103.631444,Generating Unit SNKCCP6 has cancelled its Fuel changeover test on 04 Dec 2019.
4/12/2019,17:00,18:00,Senoko Energy ,1.464911,103.798805,Fuel changeover test of Generating Unit SNKCCP6 is anticipated to carry out on 04 Dec 2019 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
4/12/2019,20:00,21:00,Senoko Energy ,1.464911,103.798805,Fuel changeover test of Generating Unit KMCBLK4 was carried out and completed on 04 Dec 2019 at the following timing. Gas to Diesel : From 2004Hrs - 2013Hrs. Diesel to Gas : From 2048Hrs - 2056Hrs.
4/12/2019,20:00,21:00,ExxonMobil Asia Pacific ,1.26834,103.693372,Fuel changeover test of Generating Unit KMCBLK4 is anticipated to carry out on 04 Dec 2019 at the following timing. Gas to Diesel : At about 2001Hrs. Diesel to Gas : At about 2045Hrs.
5/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
5/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
5/12/2019,0:00,19:00,Tuas Power Generation ,1.287521,103.640834,PowerGas has completed the in-line inspection for TL3 pipeline on 05 Dec 2019 at 22:15 Hrs for the day.
5/12/2019,0:00,19:00,Senoko Energy ,1.464911,103.798805,PowerGas has completed the in-line inspection for TL3 pipeline on 03 Dec 2019 at 21:05 Hrs for the day.
5/12/2019,0:00,19:00,YTL PowerSeraya ,1.280212,103.719584,PowerGas has completed the in-line inspection for TL3 pipeline on 02 Dec 2019 at 19:44 Hrs for the day
5/12/2019,0:00,19:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,PowerGas will be carrying out in-line inspection for TL3 pipeline on 02 Dec 2019
5/12/2019,0:00,23:30,YTL PowerSeraya ,1.280212,103.719584,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
5/12/2019,13:30,15:00,Senoko Energy ,1.464911,103.798805,SLNG has completed the electrical work at SLNG Terminal on 05 Dec 2019 at 1455 Hrs
5/12/2019,13:30,15:00,ExxonMobil Asia Pacific ,1.26834,103.693372,SLNG will be carrying out electrical work at SLNG Terminal on 05 Dec 2019
5/12/2019,14:00,15:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 05 Dec 2019 from 1401Hrs to 1501Hrs.
5/12/2019,14:00,15:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 05 Dec 2019 from 1410Hrs to 1510Hrs.
5/12/2019,20:00,21:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Fuel changeover test of Generating Unit KMCBLK2 - GASTUR12 was carried out and completed on 05 Dec 2019 at the following timing. Gas to Diesel : From 2002Hrs - 2005Hrs. Diesel to Gas : From 2040Hrs - 2044Hrs.
5/12/2019,20:00,21:00,ExxonMobil Asia Pacific ,1.26834,103.693372,Fuel changeover test of Generating Unit KMCBLK2 - GASTUR12 is anticipated to carry out on 05 Dec 2019 at the following timing. Gas to Diesel : At about 2001Hrs. Diesel to Gas : At about 2045Hrs.
6/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
6/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
6/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
6/12/2019,18:30,19:30,Senoko Energy ,1.464911,103.798805,Fuel changeover test of Generating Unit PACLBLK2 was carried out and completed on 06 Dec 2019 at the following timing. Gas to Diesel : From 1834Hrs - 1838Hrs. Diesel to Gas : From 1908Hrs - 1910Hrs.
6/12/2019,18:30,19:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Fuel changeover test of Generating Unit PACLBLK2 is anticipated to carry out on 06 Dec 2019 at the following timing. Gas to Diesel : At about 1831Hrs. Diesel to Gas : At about 1901Hrs.
7/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
7/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
7/12/2019,0:00,23:30,PacificLight Power ,1.286848,103.722708,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
7/12/2019,14:30,15:30,Keppel Merlimau Cogen ,1.282498,103.675245,Fuel changeover test of Generating Unit SKRA G1 - GASTUR11 was carried out and completed on 07 Dec 2019 at the following timing. Gas to Diesel : From 1430Hrs - 1432Hrs. Diesel to Gas : From 1511Hrs - 1513Hrs.
7/12/2019,14:30,15:30,Keppel Merlimau Cogen ,1.282498,103.675245,Fuel changeover test of Generating Unit SKRA G1 - GASTUR11 is anticipated to carry out on 07 Dec 2019 at the following timing. Gas to Diesel : At about 1431Hrs. Diesel to Gas : At about 1501Hrs.
7/12/2019,17:00,18:00,Tuas Power Generation ,1.287521,103.640834,Fuel changeover test of Generating Unit SKRA G2 - GASTUR12 is anticipated to carry out on 07 Dec 2019 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
7/12/2019,17:00,18:00,Shell Eastern Petroleum ,1.228974,103.767913,Fuel changeover test of Generating Unit SKRA G2 - GASTUR12 was carried out and completed on 07 Dec 2019 at the following timing. Gas to Diesel : From 1700Hrs - 1703Hrs. Diesel to Gas : From 1741Hrs - 1744Hrs. 
8/12/2019,0:00,23:30,Senoko Waste-To-Energy ,1.265026,103.818275,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
8/12/2019,0:00,23:30,Senoko Waste-To-Energy ,1.265026,103.818275,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
8/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
8/12/2019,9:30,10:00,SembCorp Cogen ,1.256499,103.701611,Forced outage of  Upper Jurong 66KV - NISM No. 2 on 08 Dec 2019 at 0943Hrs.
8/12/2019,12:00,23:30,SembCorp Cogen ,1.256499,103.701611,Outage of Generating Unit TUASCCP1 on 08 Dec 2019 at 1200Hrs was without Final Approval.
9/12/2019,0:00,23:30,Tuaspring ,1.301691,103.623691,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
9/12/2019,0:00,23:30,Tuaspring ,1.301691,103.623691,Outage of Generating Unit TUASCCP1 on 08 Dec 2019 at 1200Hrs was without Final Approval.
9/12/2019,0:00,23:30,Singapore Refining Company ,1.290862,103.712448,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
9/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
9/12/2019,17:00,18:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Fuel changeover test of Generating Unit PACLBLK1 is anticipated to carry out on 09 Dec 2019 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
9/12/2019,17:00,18:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Fuel changeover test of Generating Unit PACLBLK1 was carried out and completed on 09 Dec 2019 at the following timing. Gas to Diesel : From 1705Hrs - 1708Hrs. Diesel to Gas : From 1738Hrs - 1740Hrs.
9/12/2019,23:00,23:30,Senoko Energy ,1.464911,103.798805,Forced outage of Upper Jurong 66kV(CB2452) - Northern Tuas on 09 Dec 2019 at 2302Hrs.
10/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
10/12/2019,0:00,23:30,TP Utilities ,1.266428,103.672143,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
10/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
10/12/2019,0:00,23:30,Tuas Power Generation ,1.287521,103.640834,Outage of Generating Unit TUASCCP1 on 08 Dec 2019 at 1200Hrs was without Final Approval.
10/12/2019,17:00,18:00,Senoko Energy ,1.464911,103.798805,Fuel changeover test of Generating Unit SNKCCP7 was carried out and completed on 10 Dec 2019 at the following timing. Gas to Diesel : From 1701Hrs - 1705Hrs. Diesel to Gas : From 1737Hrs - 1739Hrs.
10/12/2019,17:00,18:00,YTL PowerSeraya ,1.280212,103.719584,Fuel changeover test of Generating Unit SNKCCP7 is anticipated to carry out on 10 Dec 2019 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
11/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit TUASCCP1 on 08 Dec 2019 at 1200Hrs was without Final Approval.
11/12/2019,0:00,23:30,YTL PowerSeraya ,1.280212,103.719584,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
11/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
11/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
11/12/2019,9:00,9:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Forced outage of a Pulau Seraya Switchhouse I 66kV station transformer No. 3 on 11 Dec 2019 at 0917Hrs.
12/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
12/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit TUASCCP1 on 08 Dec 2019 at 1200Hrs was without Final Approval.
12/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
12/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
12/12/2019,18:00,19:00,TuasOne ,1.308372,103.631444,Fuel changeover test of Generating Unit TUASCCP5 was carried out and completed on 12 Dec 2019 at the following timing. Gas to Gas : From 1801Hrs - 1804Hrs. Gas to Gas : From 1837Hrs - 1839Hrs.
12/12/2019,18:00,18:30,Senoko Energy ,1.464911,103.798805,Outage of Ann Siang Hill 66kV - Peng Nguan Feeder No. 1 on 12 Dec 2019 at 1827Hrs was without Final Approval.
12/12/2019,18:00,19:00,Senoko Energy ,1.464911,103.798805,Fuel changeover test of Generating Unit TUASCCP5 is anticipated to carry out on 12 Dec 2019 at the following timing. Gas to Gas : At about 1801Hrs. Gas to Gas : At about 1831Hrs.
13/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
13/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
13/12/2019,0:00,23:30,Tuas Power Generation ,1.287521,103.640834,Outage of Generating Unit SNKCCP2-GASTUR 3 on 13 Dec 2019 at 0001Hrs was without Final Approval.
13/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
14/12/2019,0:00,23:30,YTL PowerSeraya ,1.280212,103.719584,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
14/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
14/12/2019,0:00,23:30,YTL PowerSeraya ,1.280212,103.719584,Outage of Generating Unit SNKCCP2-GASTUR 3 on 13 Dec 2019 at 0001Hrs was without Final Approval.
14/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
15/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
15/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit SNKCCP2-GASTUR 3 on 13 Dec 2019 at 0001Hrs was without Final Approval.
15/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
15/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
15/12/2019,18:30,19:00,ExxonMobil Asia Pacific ,1.26834,103.693372,Forced outage of Generating Unit SNKCCP4 - CCPST4 at 119MW on 15 Dec 2019 at 1841Hrs.
16/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit SNKCCP2-GASTUR 3 on 13 Dec 2019 at 0001Hrs was without Final Approval.
16/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
16/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
16/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
17/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
17/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
17/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit SNKCCP2-GASTUR 3 on 13 Dec 2019 at 0001Hrs was without Final Approval.
17/12/2019,0:00,23:30,PacificLight Power ,1.286848,103.722708,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
18/12/2019,0:00,23:30,Keppel Merlimau Cogen ,1.282498,103.675245,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
18/12/2019,0:00,23:30,Keppel Merlimau Cogen ,1.282498,103.675245,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
18/12/2019,0:00,23:30,Tuas Power Generation ,1.287521,103.640834,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
18/12/2019,17:30,18:30,Shell Eastern Petroleum ,1.228974,103.767913,Generating Unit TSPBLK1 did not complete the Fuel changeover test on 18 Dec 2019.
18/12/2019,17:30,18:30,Senoko Waste-To-Energy ,1.265026,103.818275,Fuel changeover test of Generating Unit TSPBLK1 is anticipated to carry out on 18 Dec 2019 at the following timing. Gas to Diesel : At about 1731Hrs. Diesel to Gas : At about 1801Hrs.
18/12/2019,17:30,18:00,Senoko Waste-To-Energy ,1.265026,103.818275,Forced outage of generating unit TSPBLK1 at 276MW on 18 Dec 2019 at 17:35Hrs. 
19/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
19/12/2019,0:00,23:30,SembCorp Cogen ,1.256499,103.701611,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
19/12/2019,0:00,23:30,SembCorp Cogen ,1.256499,103.701611,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
19/12/2019,20:00,23:30,Tuaspring ,1.301691,103.623691,Outage of Generating Unit SNKCCP5 on 19 Dec 2019 at 2001Hrs was without Final Approval.
19/12/2019,22:30,23:30,Tuaspring ,1.301691,103.623691,Outage of Generating Unit SNKCCP2 on 19 Dec 2019 at 2231Hrs was without Final Approval.
20/12/2019,0:00,23:30,Singapore Refining Company ,1.290862,103.712448,Outage of Generating Unit SNKCCP5 on 19 Dec 2019 at 2001Hrs was without Final Approval.
20/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
20/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
20/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
20/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit SNKCCP2 on 19 Dec 2019 at 2231Hrs was without Final Approval.
21/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
21/12/2019,0:00,23:30,TP Utilities ,1.266428,103.672143,Outage of Generating Unit SNKCCP5 on 19 Dec 2019 at 2001Hrs was without Final Approval.
21/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
21/12/2019,0:00,23:30,Tuas Power Generation ,1.287521,103.640834,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
21/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit SNKCCP2 on 19 Dec 2019 at 2231Hrs was without Final Approval.
22/12/2019,0:00,23:30,YTL PowerSeraya ,1.280212,103.719584,Outage of Generating Unit SNKCCP2 on 19 Dec 2019 at 2231Hrs was without Final Approval.
22/12/2019,0:00,17:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit SNKCCP5 on 19 Dec 2019 at 2001Hrs was without Final Approval.
22/12/2019,0:00,0:30,YTL PowerSeraya ,1.280212,103.719584,Outage of Jurong Harbour 66/22kV transformer No. 2 on 22 Dec 2019 at 0001Hrs was without Final Approval.
22/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
22/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
22/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
22/12/2019,6:00,6:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Forced outage of Jurong Island/Soxal Shell ASU 66kV Feeder No. 2 on 22 Dec 2019 at 0617Hrs.
22/12/2019,14:30,15:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Fuel changeover test of Generating Unit SKRA G1 - GASTUR11 was carried out and completed on 22 Dec 2019 at the following timing. Gas to Gas : From 1435Hrs - 1440Hrs. Gas to Gas : From 1515Hrs - 1520Hrs.
22/12/2019,14:30,15:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Fuel changeover test of Generating Unit SKRA G1 - GASTUR11 is anticipated to carry out on 22 Dec 2019 at the following timing. Gas to Gas : At about 1431Hrs. Gas to Gas : At about 1501Hrs.
22/12/2019,14:30,15:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Fuel changeover test of Generating Unit SKRA G2 - GASTUR12 was carried out and completed on 22 Dec 2019 at the following timing. Gas to Gas : From 1435Hrs - 1440Hrs. Gas to Gas : From 1515Hrs - 1520Hrs.
22/12/2019,14:30,15:30,TuasOne ,1.308372,103.631444,Fuel changeover test of Generating Unit SKRA G2 - GASTUR12 is anticipated to carry out on 22 Dec 2019 at the following timing. Gas to Gas : At about 1431Hrs. Gas to Gas : At about 1501Hrs.
23/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit SNKCCP2 on 19 Dec 2019 at 2231Hrs was without Final Approval.
23/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
23/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
23/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
23/12/2019,10:30,11:00,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Changi Expo 66kV - CB7-152 (LTA MRT transformer No. 1) on 23 Dec 2019 at 1044Hrs was without Final Approval.
24/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
24/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Generating Unit SNKCCP2 on 19 Dec 2019 at 2231Hrs was without Final Approval.
24/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
24/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
25/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
25/12/2019,0:00,23:30,PacificLight Power ,1.286848,103.722708,Outage of Generating Unit SNKCCP2 on 19 Dec 2019 at 2231Hrs was without Final Approval.
25/12/2019,0:00,23:30,Keppel Merlimau Cogen ,1.282498,103.675245,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
25/12/2019,0:00,23:30,Keppel Merlimau Cogen ,1.282498,103.675245,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
26/12/2019,0:00,23:30,Tuas Power Generation ,1.287521,103.640834,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
26/12/2019,0:00,23:30,Shell Eastern Petroleum ,1.228974,103.767913,Outage of Generating Unit SNKCCP2 on 19 Dec 2019 at 2231Hrs was without Final Approval.
26/12/2019,0:00,23:30,Senoko Waste-To-Energy ,1.265026,103.818275,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
26/12/2019,0:00,23:30,Senoko Waste-To-Energy ,1.265026,103.818275,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
