FROM_DISPATCH_DATE,FROM_DISPATCH_PERIOD,TO_DISPATCH_DATE,TO_DISPATCH_PERIOD,CONDITION_DESCRIPTION
10-Oct-17,37,10-Oct-17,38,Fuel changeover test of Generating Unit SNKCCP6 is anticipated to carry out on 10 Oct 2017 at the following timing. Gas to Gas : At about 1801Hrs. Gas to Gas : At about 1831Hrs.

11-Oct-17,28,11-Oct-17,30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 on 11 Oct 2017 from 1340Hrs to 1440Hrs is cancelled.
11-Oct-17,28,11-Oct-17,30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 11 Oct 2017 from 1340Hrs to 1440Hrs.
12-Oct-17,1,16-Oct-17,48,Outage of Generating Unit SERCCP4 on 12 Oct 2017 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
12-Oct-17,1,18-Oct-17,48,Outage of Generating Unit SERCCP4 from 12 Oct 2017 at 0001hrs to 18 Oct 2017 at 2359hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
13-Oct-17,37,13-Oct-17,38,Fuel changeover test of Generating Unit SNKCCP7 was carried out and completed on 13 Oct 2017 at the following timing. Gas to Gas : From 1801Hrs - 1808Hrs. Gas to Gas : From 1840Hrs - 1848Hrs.
13-Oct-17,37,13-Oct-17,38,Fuel changeover test of Generating Unit SNKCCP7 is anticipated to carry out on 13 Oct 2017 at the following timing. Gas to Gas : At about 1801Hrs. Gas to Gas : At about 1831Hrs.
13-Oct-17,39,13-Oct-17,39,Forced outage of Generating Unit INC : SNKO : GENR1 - G1 at 21MW on 13 Oct 2017 at 1907Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
14-Oct-17,1,15-Oct-17,48,Outage of Generating Unit SERCCP2 on 14 Oct 2017 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
15-Oct-17,27,15-Oct-17,27,Forced outage of remaining SPPG-TNB No.2 interconnection on 15 Oct 2017 at 1301Hrs. System will be operating in isolated mode.
16-Oct-17,19,16-Oct-17,48,Outage of Generating Unit SNKCCP3 on 16 Oct 2017 at 0901Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
16-Oct-17,23,16-Oct-17,48,Outage of Jalan Bahar 66 - Bus-Section No 2 on 16 Oct 2017 at 1101Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

17-Oct-17,34,17-Oct-17,34,SPPG-TNB No.2 interconnection resynchronised on 17 Oct 2017 at 1643Hrs.
19-Oct-17,30,19-Oct-17,30,Outage of Raffles to Chander 66/22kV transformer No. 4 on 19 Oct 2017 at 1453Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
19-Oct-17,35,19-Oct-17,36,Fuel changeover test of Generating Unit PACLBLK1 was carried out and completed on 19 Oct 2017 at the following timing. Gas to Diesel : From 1705Hrs - 1707Hrs. Diesel to Gas : From 1738Hrs - 1741Hrs.
19-Oct-17,35,19-Oct-17,36,Fuel changeover test of Generating Unit PACLBLK1 is anticipated to carry out on 19 Oct 2017 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
21-Oct-17,38,21-Oct-17,38,Forced outage of Grange Road/River Valley 66kV Feeder No. 2 on 21 Oct 2017 at 1848Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
21-Oct-17,45,23-Oct-17,48,Outage of Generating Unit SNKCCP3 on 21 Oct 2017 at 2201Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
22-Oct-17,37,22-Oct-17,38,Fuel changeover test of Generating Unit SERCCP1 is anticipated to carry out on 22 Oct 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
22-Oct-17,37,22-Oct-17,38,Fuel changeover test of Generating Unit SERCCP1 was carried out and completed on 22 Oct 2017 at the following timing. Gas to Diesel : From 1801Hrs - 1804Hrs. Diesel to Gas : From 1850Hrs - 1853Hrs.
25-Oct-17,18,25-Oct-17,48,Outage of Generating Unit SNKCCP4 on 25 Oct 2017 at 0831Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Oct-17,29,25-Oct-17,29,Outage of Upper Jurong II 230kV Bus Section I CB BS1-152 on 25 Oct 2017 at 1425Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Oct-17,35,25-Oct-17,36,Fuel changeover test of Generating Unit PACLBLK2 is anticipated to carry out on 25 Oct 2017 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
25-Oct-17,35,25-Oct-17,36,Fuel changeover test of Generating Unit PACLBLK2 was carried out and completed on 25 Oct 2017 at the following timing. Gas to Diesel : From 1710Hrs - 1713Hrs. Diesel to Gas : From 1745Hrs - 1747Hrs.
26-Oct-17,3,26-Oct-17,3,Forced outage of generating unit EXON G3 at 106MW on 26 Oct 2017 at 01:10Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
26-Oct-17,16,26-Oct-17,16,Forced outage of generating unit SRCGTG1 at 29.0MW on 26 Oct 2017 at 07:46Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
26-Oct-17,20,26-Oct-17,20,Forced outage of generating unit SNKCCP5 at 161.0MW on 26 Oct 2017 at 09:59Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
26-Oct-17,23,26-Oct-17,23,High-Risk Operating State commence at 11:01Hrs on 26 Oct 2017. There is a Contingency Reserve Shortfall
26-Oct-17,23,01-Nov-17,48,Outage of Generating Unit EXON G3 on 26 Oct 2017 at 1101Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

26-Oct-17,24,26-Oct-17,24,Normal Operating State

26-Oct-17,47,26-Oct-17,47,Forced outage of generating unit SRCGTG1 at 30MW on 26 Oct 2017 at 23:22Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
26-Oct-17,47,28-Oct-17,48,Outage of Generating Unit SNKCCP3 on 26 Oct 2017 at 2301Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
27-Oct-17,1,30-Oct-17,48,For information, planned outage of Generating Unit KMCBLK1 from 27 Oct 2017 at 0001hrs to 29 Oct 2017 at 2359hrs is extended to 30 Oct 2017 at 2359hrs. 

27-Oct-17,23,27-Oct-17,48,Outage of Generating Unit SRCGTG1 on 27 Oct 2017 at 1101Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
27-Oct-17,35,27-Oct-17,36,Fuel changeover test of Generating Unit TSPBLK1 was carried out and completed on 27 Oct 2017 at the following timing. Gas to Gas : From 1701Hrs - 1702Hrs. Gas to Gas : From 1735Hrs - 1740Hrs.
                                               
27-Oct-17,35,27-Oct-17,36,Fuel changeover test of Generating Unit TSPBLK1 is anticipated to carry out on 27 Oct 2017 at the following timing. Gas to Gas : At about 1701Hrs. Gas to Gas : At about 1731Hrs.
28-Oct-17,25,28-Oct-17,25,Forced outage of generating unit SRCGTG1 at 30MW on 28 Oct 2017 at 12:16Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
28-Oct-17,31,28-Oct-17,31,Forced outage of generating unit TMUC G1 at 85MW on 28 Oct 2017 at 15:20Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
28-Oct-17,38,30-Oct-17,48,Outage of Generating Unit TMUC G1 on 28 Oct 2017 at 1831Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
30-Oct-17,21,30-Oct-17,21,Outage of Upper Jurong I / Upper Jurong II 230kV  Feeder No.2 on 30 Oct 2017 at 1022Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
30-Oct-17,21,30-Oct-17,21,Outage of Upper Jurong II 230/66kV Transformer No.6 on 30 Oct 2017 at 1017Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
30-Oct-17,37,05-Nov-17,48,Outage of Generating Unit SNKCCP3 on 30 Oct 2017 at 1801Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
30-Oct-17,37,29-Nov-17,48,For information, planned outage of Generating Unit SNKCCP3 from 30 Oct 2017 at 1801hrs to 19 Nov 2017 at 2359hrs is extended to 29 Nov 2017 at 2359hrs. 
30-Oct-17,37,30-Nov-17,48,Outage of Generating Unit SNKCCP3 from 30 Oct 2017 at 1801hrs to 30 Nov 2017 at 2359hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
31-Oct-17,1,02-Nov-17,48,Outage of Generating Unit TMUC G1 on 31 Oct 2017 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

02-Nov-17,20,04-Nov-17,34,Outage of Senoko B 230kV S/H : CB3-252 & CB3-352 on 02 Nov 2017 at 0954Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

03-Nov-17,3,03-Nov-17,3,Forced outage of generating unit SEMBCCP3 at 16MW on 03 Nov 2017 at 01:29Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
03-Nov-17,25,05-Nov-17,48,Outage of Generating Unit SKRA G2 on 03 Nov 2017 at 1201Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
04-Nov-17,37,04-Nov-17,38,Fuel changeover test of Generating Unit SERCCP3 was carried out and completed on 04 Nov 2017 at the following timing. Gas to Gas : From 1801Hrs - 1805Hrs. Gas to Gas : From 1901Hrs - 1905Hrs.
04-Nov-17,37,04-Nov-17,38,Fuel changeover test of Generating Unit SERCCP3 is anticipated to carry out on 04 Nov 2017 at the following timing. Gas to Gas : At about 1801Hrs. Gas to Gas : At about 1831Hrs.
05-Nov-17,27,05-Nov-17,28,Fuel changeover test of Generating Unit SERCCP1 was carried out and completed on 05 Nov 2017 at the following timing. Gas to Gas : From 1301Hrs - 1304Hrs. Gas to Gas : From 1356Hrs - 1400Hrs.

05-Nov-17,27,05-Nov-17,28,Fuel changeover test of Generating Unit SERCCP1 is anticipated to carry out on 05 Nov 2017 at the following timing. Gas to Gas : At about 1301Hrs. Gas to Gas : At about 1331Hrs.

05-Nov-17,33,05-Nov-17,33,Forced outage of generating unit TUASCCP2 at 344MW on 05 Nov 2017 at 16:28Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
05-Nov-17,34,05-Nov-17,34,Activate scheduled contingency reserve from Load Facilities. Must deliver within 10 Minutes
05-Nov-17,36,05-Nov-17,36,Load interrupted can be restored with immediate effect.
05-Nov-17,39,05-Nov-17,39,High-Risk Operating State commence at 19:01Hrs on 05 Nov 2017. There is a Contingency Reserve Shortfall.
05-Nov-17,40,05-Nov-17,40,Emergency Operating State commence at 19:31Hrs on 05 Nov 2017. There is a Contingency Reserve Shortfall.
05-Nov-17,41,05-Nov-17,41,Normal operating State
06-Nov-17,25,06-Nov-17,25,Outage of Upper Jurong 66/22kV transformer No.1 on 06 Nov 2017 at 1216Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

06-Nov-17,35,06-Nov-17,36,Fuel changeover test of Generating Unit SKRA G2 was carried out and completed on 06 Nov 2017 at the following timing. Gas to Diesel : From 1702Hrs - 1704Hrs. Diesel to Gas : From 1749Hrs - 1751Hrs.
06-Nov-17,35,06-Nov-17,36,Fuel changeover test of Generating Unit SKRA G2 is anticipated to carry out on 06 Nov 2017 at the following timing. Gas to Diesel : At about 1705Hrs. Diesel to Gas : At about 1735Hrs.

06-Nov-17,39,06-Nov-17,40,Fuel changeover test of Generating Unit SEMBCCP3 was carried out and completed on 06 Nov 2017 at the following timing. Gas to Diesel : From 1903Hrs - 1912Hrs. Diesel to Gas : From 1945Hrs - 1951Hrs
06-Nov-17,39,06-Nov-17,40,Fuel changeover test of Generating Unit SEMBCCP3 is anticipated to carry out on 06 Nov 2017 at the following timing. Gas to Diesel : At about 1905Hrs. Diesel to Gas : At about 1945Hrs.
10-Nov-17,23,10-Nov-17,23,Forced outage of generating unit DG : SOXHYD : GENR 2 at 3MW on 10 Nov 2017 at 11:07Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
11-Nov-17,26,11-Nov-17,26,Forced outage of generating unit SNKCCP4 at 318MW on 11 Nov 2017 at 12:42Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
11-Nov-17,26,11-Nov-17,26,Activate scheduled contingency reserve from Load Facilities. Must deliver within 10 Minutes.
11-Nov-17,27,11-Nov-17,27,Load interrupted can be restored with immediate effect. 
11-Nov-17,37,11-Nov-17,38,Fuel changeover test of Generating Unit SERCCP2 is anticipated to carry out on 11 Nov 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
11-Nov-17,37,11-Nov-17,38,Generating Unit SERCCP2 has cancelled its Fuel changeover test on 11 Nov 2017
11-Nov-17,37,11-Nov-17,48,Outage of Generating Unit SNKCCP4 on 11 Nov 2017 at 1800Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
12-Nov-17,25,12-Nov-17,25,Forced outage of generating unit SNKCCP5 at 273MW on 12 Nov 2017 at 12:30Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
12-Nov-17,37,12-Nov-17,38,Fuel changeover test of Generating Unit SERCCP2 is anticipated to carry out on 12 Nov 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.

12-Nov-17,37,12-Nov-17,38,Fuel changeover test of Generating Unit SERCCP2 was carried out and completed on 12 Nov 2017 at the following timing. Gas to Diesel : From 1801Hrs - 1805Hrs. Diesel to Gas : From 1847Hrs - 1851Hrs.

12-Nov-17,37,12-Nov-17,48,Outage of Generating Unit SNKCCP5 on 12 Nov 2017 at 1801Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

13-Nov-17,25,30-Nov-17,48,Outage of Generating Unit DG : SOXHYD : GENR 2 on 13 Nov 2017 at 1201Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
13-Nov-17,28,13-Nov-17,30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 13 Nov 2017 from 1331Hrs to 1431Hrs.
13-Nov-17,28,13-Nov-17,30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 13 Nov 2017 from 1333Hrs to 1440Hrs.
13-Nov-17,29,13-Nov-17,29,Forced outage of generating unit EXON GA at 22MW on 13 Nov 2017 at 14:11Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
14-Nov-17,37,14-Nov-17,39,Fuel changeover test of Generating Unit KMCBLK3 is anticipated to carry out on 14 Nov 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1915Hrs.

14-Nov-17,37,14-Nov-17,39,Generating Unit KMCBLK3 has cancelled its Fuel changeover test on 14 Nov 2017.
14-Nov-17,48,14-Nov-17,48,Outage of Tuas Power Station/Tuas Spring 66kV Feeder No. 1 on 14 Nov 2017 at 2331Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
15-Nov-17,24,21-Nov-17,24,Outage of Labrador II/Pengguan 230kV Feeder No.2  on 15 Nov 2017 at 1158Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
15-Nov-17,25,21-Nov-17,48,Outage of Generating Unit TUASCCP4 on 15 Nov 2017 at 1200Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
16-Nov-17,37,16-Nov-17,39,Generating Unit KMCBLK3 has cancelled its Fuel changeover test on 16 Nov 2017.
16-Nov-17,37,16-Nov-17,39,Fuel changeover test of Generating Unit KMCBLK3 is anticipated to carry out on 16 Nov 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1915Hrs.
18-Nov-17,20,18-Nov-17,20,Forced outage of generating unit EXON GA at 20MW on 18 Nov 2017 at 09:47Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
20-Nov-17,1,24-Nov-17,48,For information, planned outage of Generating Unit SNKCCP1 - GASTUR 2 from 20 Nov 2017 at 0001hrs to 23 Nov 2017 at 2400hrs is extended to 24 Nov 2017 at 2400hrs. 

22-Nov-17,43,22-Nov-17,43,Generating Unit TUASCCP3 did not complete the Fuel changeover test on 22 Nov 2017.
22-Nov-17,43,22-Nov-17,43,Forced outage of generating unit TUASCCP3 at 180MW on 22 Nov 2017 at 21:06Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
22-Nov-17,43,22-Nov-17,44,Fuel changeover test of Generating Unit TUASCCP3 is anticipated to carry out on 22 Nov 2017 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
23-Nov-17,35,23-Nov-17,36,Fuel changeover test of Generating Unit SNKCCP7 is anticipated to carry out on 23 Nov 2017 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.

23-Nov-17,35,23-Nov-17,36,Fuel changeover test of Generating Unit SNKCCP7 was carried out and completed on 23 Nov 2017 at the following timing. Gas to Diesel : From 1701Hrs - 1705Hrs. Diesel to Gas : From 1740Hrs - 1742Hrs.
26-Nov-17,3,26-Nov-17,48,Outage of Generating Unit SERCCP3 on 26 Nov 2017 at 0101Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
28-Nov-17,37,28-Nov-17,37,Activate scheduled contingency reserve from Load Facilities. Must deliver within 10 Minutes.
28-Nov-17,37,28-Nov-17,37,Forced outage of generating unit TUASCCP5 at 3MW on 28 Nov 2017 at 18:04Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
28-Nov-17,39,28-Nov-17,39,Load interrupted can be restored with immediate effect.
29-Nov-17,18,29-Nov-17,38,SembGas has completed high risk maintenance work on 29 Nov 2017 at 18:50 Hrs for the day, SembGas is back to normal operating state.
29-Nov-17,18,30-Nov-17,36,SembGas ORF will be carrying out high risk maintenance work on 29 Nov 2017 to 30 Nov 2017 daily from 0900Hrs to 1800 Hrs. 
29-Nov-17,21,29-Nov-17,21,Forced outage of generating unit EXON GA at 2MW on 29 Nov 2017 at 10:10Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
30-Nov-17,18,30-Nov-17,36,SembGas has completed high risk maintenance work on 30 Nov 2017 at 17:30 Hrs for the day.  SembGas ORF is back to normal operating mode.
30-Nov-17,23,30-Nov-17,23,Forced outage of Labrador I/Labrador II 230kV Feeder No. 2 tripped on one end on 30 Nov 2017 at 1128Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
30-Nov-17,23,30-Nov-17,23,Forced outage of a Labrador I 230/66kV transformer No. 5 on 30 Nov 2017 at 1128Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
03-Dec-17,7,03-Dec-17,7,Outage of Tembusu/KM.Cogen II 230kV Feeder No. 3 on 03 Dec 2017 at 0300Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
04-Dec-17,16,04-Dec-17,48,Outage of Generating Unit SNKCCP5 on 04 Dec 2017 at 0730Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
04-Dec-17,16,05-Dec-17,48,Outage of Generating Unit SNKCCP5 from 4 Dec 2017 at 0730hrs to 05 Dec 2017 at 2400hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
04-Dec-17,28,04-Dec-17,48,Outage of Generating Unit SNKCCP2 on 04 Dec 2017 at 1331Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
06-Dec-17,25,12-Dec-17,21,Outage of Generating Unit EXON GB on 06 Dec 2017 at 1201Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
08-Dec-17,43,08-Dec-17,44,Fuel changeover test of Generating Unit TUASCCP4 was carried out and completed on 08 Dec 2017 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2136Hrs - 2140Hrs.
08-Dec-17,43,08-Dec-17,44,Fuel changeover test of Generating Unit TUASCCP4 is anticipated to carry out on 08 Dec 2017 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
09-Dec-17,35,09-Dec-17,36,Fuel changeover test of Generating Unit TUASCCP5 was carried out and completed on 09 Dec 2017 at the following timing. Gas to Diesel : From 1701Hrs - 1710Hrs. Diesel to Gas : From 1745Hrs - 1754Hrs.
09-Dec-17,35,09-Dec-17,36,Fuel changeover test of Generating Unit TUASCCP5 is anticipated to carry out on 09 Dec 2017 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
10-Dec-17,3,10-Dec-17,4,Fuel changeover test of Generating Unit SERCCP2 is anticipated to carry out on 10 Dec 2017 at the following timing. Gas to Gas : At about 0101Hrs. Gas to Gas : At about 0131Hrs.
10-Dec-17,3,10-Dec-17,4,Fuel changeover test of Generating Unit SERCCP2 was carried out and completed on 10 Dec 2017 at the following timing. Gas to Gas : From 0105Hrs - 0107Hrs. Gas to Gas : From 0155Hrs - 0156Hrs.
10-Dec-17,25,10-Dec-17,25,Outage of TMUC 66kV S/H 66/22kV station transformer No. 1 on 10 Dec 2017 at 1216Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
11-Dec-17,12,12-Dec-17,34,WNTS ORF will be carrying out maintenance work on 11 Dec 2017 and 12 Dec 2017 daily from 0600Hrs to 1700Hrs. WNTS ORF will be in single point failure mode during these periods.
11-Dec-17,12,12-Dec-17,34,WNTS ORF has completed maintenance work on 12 Dec 2017 at 15:15 Hrs for the day, WNTS ORF is back to normal operating mode.
11-Dec-17,20,11-Dec-17,22,WNTS ORF has completed maintenance work on 11 Dec 2017 at 10:45 Hrs for the day, WNTS ORF is back to normal operating mode.
12-Dec-17,43,12-Dec-17,44,Fuel changeover test of Generating Unit TUASCCP2 was carried out and completed on 12 Dec 2017 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2138Hrs - 2142Hrs.
12-Dec-17,43,12-Dec-17,44,Fuel changeover test of Generating Unit TUASCCP2 is anticipated to carry out on 12 Dec 2017 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
13-Dec-17,43,13-Dec-17,44,Fuel changeover test of Generating Unit TUASCCP5 was carried out and completed on 13  Dec 2017 at the following timing. Gas to Gas : From 2101Hrs - 2103Hrs. Gas to Gas : From 2136Hrs - 2137Hrs.
13-Dec-17,43,13-Dec-17,44,Fuel changeover test of Generating Unit TUASCCP5  is anticipated to carry out on 13  Dec 2017 at the following timing. Gas to Gas : At about 2101Hrs. Gas to Gas : At about 2131Hrs.
14-Dec-17,15,14-Dec-17,15,Outage of Halifax 66kV substation transformer No. 2 on 14 Dec 2017 at 0713Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
14-Dec-17,43,14-Dec-17,44,Fuel changeover test of Generating Unit TUASCCP3 is anticipated to carry out on 14 Dec 2017 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas  : At about 2131Hrs.
14-Dec-17,43,14-Dec-17,44,Fuel changeover test of Generating Unit TUASCCP3 was carried out and completed on 14 Dec 2017 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2138Hrs - 2142Hrs.
15-Dec-17,43,15-Dec-17,44,Fuel changeover test of Generating Unit TUASCCP1 was carried out and completed on 15 Dec 2017 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2137Hrs - 2141Hrs.
15-Dec-17,43,15-Dec-17,44,Fuel changeover test of Generating Unit TUASCCP1 is anticipated to carry out on 15 Dec 2017 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
16-Dec-17,1,21-Dec-17,48,For information, planned outage of Generating Unit KMCBLK3 from 16 Dec 2017 at 0001hrs to 20 Dec 2017 at 2359hrs is extended to 21 Dec 2017 at 2359hrs. 

17-Dec-17,23,17-Dec-17,23,Forced outage of generating unit KMCBLK4 at 370MW on 17 Dec 2017 at 11:18Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
17-Dec-17,23,17-Dec-17,23,Activate scheduled contingency reserve from Load Facilities. Must deliver within 10 Minutes.
17-Dec-17,25,17-Dec-17,25,Load interrupted can be restored with immediate effect.
18-Dec-17,29,18-Dec-17,29,Forced outage of generating unit DG : SOXHYD : GENR 2 at 3MW on 18 Dec 2017 at 14:21Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
18-Dec-17,37,18-Dec-17,38,Fuel changeover test of Generating Unit KMCBLK1 - GASTUR11 was carried out and completed on 18 Dec 2017 at the following timing. Gas to Diesel : From 1805Hrs - 1810Hrs. Diesel to Gas : From 1846Hrs - 1850Hrs.
18-Dec-17,37,18-Dec-17,38,Fuel changeover test of Generating Unit KMCBLK1 - GASTUR11 is anticipated to carry out on 18 Dec 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1845Hrs.
19-Dec-17,7,19-Dec-17,7,Forced outage of generating unit SEMBCCP3 at 199MW on 19 Dec 2017 at 03:13Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
19-Dec-17,37,19-Dec-17,38,Fuel changeover test of Generating Unit KMCBLK2 - GASTUR12 was carried out and completed on 19 Dec 2017 at the following timing. Gas to Diesel : From 1805Hrs - 1808Hrs. Diesel to Gas : From 1846Hrs - 1850Hrs.
